Student_ID,City_ID,Course_ID,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completion_Status
"STU186204","CT005","C105",2,54,0.78599999999999992,3,0.5,23,7,7.2,5,5,6,0.778,64.7,0.607,2,0.73,3,0,4.2,"Not Completed"
"STU188069","CT009","C105",8,29,0.48200000000000004,3,0.5,4,3,7.5,5,5,4,0.595,86.2,0.512,2,0.38,3,0,4.6,"Not Completed"
"STU189964","CT005","C107",4,18,0.552,3,0.5,8,7,4.2,5,5,6,0.79099999999999993,62,0.524,3,0.64,3,0,4.4,"Completed"
"STU192305","CT014","C101",4,53,0.594,3,0.5,14,7,5.4,5,5,4,0.83700000000000008,65,0.54,1,0.54,3,0,3.3,"Not Completed"
"STU193963","CT013","C104",11,33,0.775,3,0.5,7,4,5,5,5,8,0.562,84.4,0.614,5,0.63,3,0,3.2,"Completed"
"STU194374","CT002","C105",6,36,0.85,3,0.5,6,11,4.2,5,5,3,0.736,87.7,0.6409999999999999,5,0.69,3,0,2.8,"Not Completed"
"STU199972","CT001","C102",6,28,0.45799999999999996,3,0.5,1,3,7,5,5,3,0.642,65.8,0.493,6,0.75,3,0,4.6,"Not Completed"
"STU101077","CT004","C101",7,32,0.784,3,0.5,4,4,6.1,5,5,0,0.68,84.9,0.617,1,0.61,3,0,4.7,"Not Completed"
"STU101608","CT001","C103",2,28,0.61,3,0.5,0,9,3.5,5,5,4,0.66799999999999993,72.1,0.55,3,0.35,3,0,3.2,"Completed"
"STU101639","CT009","C102",8,15,0.49700000000000005,3,0.5,3,6,7.9,5,5,2,0.83200000000000007,75.7,0.512,5,0.74,3,0,4.9,"Completed"
"STU101686","CT015","C105",3,33,0.843,3,0.5,1,2,5.9,5,5,4,0.799,78.1,0.634,2,0.9,3,0,4.7,"Completed"
"STU104636","CT003","C107",4,39,0.33299999999999996,3,0.5,3,6,2.9,5,5,4,0.64599999999999991,50.8,0.442,5,0.97,3,0,4.5,"Not Completed"
"STU104962","CT006","C107",9,40,0.628,3,0.5,2,9,5.5,5,5,4,0.71200000000000008,56.7,0.54799999999999993,1,0.65,3,0,3.8,"Not Completed"
"STU107792","CT002","C105",6,25,0.552,3,0.5,6,4,3.7,5,5,3,0.68,61.5,0.524,3,1,3,0,3.6,"Not Completed"
"STU108889","CT014","C108",7,32,0.741,3,0.5,2,9,9.4,5,5,4,0.69,53.2,0.586,3,0.93,3,0,3.1,"Not Completed"
"STU110977","CT012","C103",4,38,0.69900000000000007,3,0.5,2,9,3.5,5,5,2,0.648,42.8,0.56600000000000006,2,0.49,3,0,4.1,"Not Completed"
"STU112683","CT003","C106",9,26,0.55899999999999994,3,0.5,0,4,5.6,5,5,1,0.68900000000000006,65.6,0.529,1,0.73,3,0,3.8,"Not Completed"
"STU114047","CT013","C101",2,38,0.725,3,0.5,5,8,10,5,5,2,0.57,83.5,0.595,0,0.76,3,0,3.1,"Not Completed"
"STU114223","CT002","C108",3,45,0.672,3,0.5,4,7,5.8,5,5,7,0.953,58.9,0.565,5,0.59,3,0,4,"Not Completed"
"STU116050","CT010","C102",5,29,0.546,3,0.5,13,3,7.8,5,5,3,0.816,57,0.52,0,0.95,3,0,3.1,"Not Completed"
"STU117693","CT005","C104",5,39,0.845,3,0.5,8,7,7,5,5,2,0.935,61.6,0.626,2,0.82,3,0,3.9,"Completed"
"STU120733","CT014","C106",5,21,0.36200000000000004,3,0.5,12,10,3.1,5,5,2,0.894,66,0.46,2,0.86,3,0,3.5,"Not Completed"
"STU120969","CT004","C108",3,25,0.55299999999999994,3,0.5,1,7,8.5,5,5,5,0.74900000000000011,77.8,0.53299999999999992,2,0.85,3,0,3.2,"Completed"
"STU121574","CT012","C101",4,41,0.65099999999999991,3,0.5,5,2,8.9,5,5,3,0.642,61.5,0.55799999999999994,1,0.58,3,0,3.5,"Not Completed"
"STU121996","CT004","C102",4,43,0.34700000000000003,3,0.5,0,3,4.6,5,5,2,0.795,78.8,0.461,3,1,3,0,4.1,"Completed"
"STU122428","CT008","C102",3,22,0.595,3,0.5,5,9,6.2,5,5,4,0.578,59.7,0.53799999999999992,4,0.49,3,0,4.5,"Not Completed"
"STU122439","CT001","C106",6,47,0.361,3,0.5,7,3,6.8,5,5,4,0.95900000000000007,68.2,0.461,1,0.64,3,0,4.9,"Completed"
"STU123863","CT002","C101",4,40,0.595,3,0.5,12,6,7.5,5,5,8,0.643,83,0.55,2,0.44,3,0,3.8,"Not Completed"
"STU127870","CT010","C106",6,40,0.746,3,0.5,6,3,7.3,5,5,3,0.991,100,0.611,2,0.81,3,0,3.3,"Completed"
"STU129535","CT010","C101",4,43,0.613,3,0.5,0,5,4.3,5,5,3,0.823,68.6,0.54899999999999993,1,0.7,3,0,4.5,"Completed"
"STU133585","CT005","C107",6,32,0.561,3,0.5,10,6,9.7,5,5,1,0.491,69.1,0.531,2,0.85,3,0,3.7,"Completed"
"STU133598","CT011","C102",4,47,0.79799999999999993,3,0.5,3,4,6.8,5,5,1,0.68,44.4,0.602,2,0.62,3,0,4.7,"Not Completed"
"STU135405","CT003","C104",4,36,0.527,3,0.5,2,8,6,5,5,1,0.609,55.4,0.512,0,0.42,3,0,3.7,"Completed"
"STU137715","CT012","C104",6,34,0.835,3,0.5,5,3,7.4,5,5,6,0.76,76.2,0.63,3,0.61,3,0,4.7,"Completed"
"STU140328","CT004","C105",1,5,0.332,3,0.5,4,4,5.8,5,5,6,0.62,85.7,0.45899999999999996,2,0.57,3,0,3.8,"Not Completed"
"STU141531","CT010","C107",3,50,0.45799999999999996,3,0.5,10,8,5.3,5,5,2,0.575,72.5,0.496,1,0.92,3,0,3.5,"Not Completed"
"STU142960","CT012","C102",4,24,0.483,3,0.5,15,4,6.8,5,5,2,0.764,63.8,0.501,0,0.72,3,0,3.4,"Completed"
"STU143716","CT005","C103",4,33,0.72400000000000009,3,0.5,16,5,7.8,5,5,5,0.764,64.1,0.586,4,1,3,0,2.2,"Not Completed"
"STU144933","CT006","C102",3,38,0.68900000000000006,3,0.5,12,1,6.1,5,5,4,0.757,76.3,0.579,3,0.62,3,0,3.9,"Completed"
"STU145325","CT006","C102",6,32,0.904,3,0.5,7,5,9.6,5,5,5,0.70900000000000007,84.6,0.659,1,0.88,3,0,4.8,"Completed"
"STU147129","CT014","C108",2,44,0.08199999999999999,3,0.5,0,5,6,5,5,5,0.652,63.9,0.361,3,0.43,3,0,3,"Not Completed"
"STU148533","CT003","C101",6,34,0.83700000000000008,3,0.5,3,6,6.1,5,5,5,0.74900000000000011,80,0.633,3,0.54,3,0,3.6,"Completed"
"STU148955","CT006","C106",4,30,0.34299999999999997,3,0.5,1,1,10,5,5,5,0.629,49.7,0.445,1,0.75,3,0,4.9,"Not Completed"
"STU149674","CT014","C106",4,39,0.368,3,0.5,7,5,6.9,5,5,4,0.748,40.7,0.449,1,0.78,3,0,4.6,"Not Completed"
"STU150897","CT001","C108",4,42,0.873,3,0.5,5,4,4.1,5,5,1,0.86900000000000011,52.3,0.632,3,0.87,3,0,3.7,"Completed"
"STU151664","CT004","C101",5,15,0.7609999999999999,3,0.5,2,3,10,5,5,3,0.723,46.9,0.59,2,1,3,0,3.7,"Not Completed"
"STU151748","CT007","C102",3,12,0.27899999999999997,3,0.5,10,6,5.1,5,5,1,0.45399999999999996,70.4,0.433,2,0.25,3,0,3.9,"Not Completed"
"STU152008","CT013","C105",4,36,0.812,3,0.5,6,9,5.8,5,5,3,0.69700000000000006,100,0.634,4,0.8,3,0,3.6,"Completed"
"STU153848","CT004","C101",5,33,0.71,3,0.5,0,3,6.3,5,5,2,0.637,66.4,0.58200000000000007,3,0.85,3,0,3.1,"Not Completed"
"STU153871","CT011","C107",4,44,0.84900000000000009,3,0.5,4,6,4.1,5,5,5,0.73,65.7,0.63,2,0.51,3,0,2.8,"Completed"
"STU154428","CT007","C104",5,16,0.195,3,0.5,6,4,3.9,5,5,2,0.70400000000000007,73.7,0.405,2,0.96,3,0,2.9,"Not Completed"
"STU155064","CT014","C103",3,46,0.68099999999999994,3,0.5,11,1,6.7,5,5,5,0.703,57.4,0.56700000000000006,1,0.28,3,0,3.6,"Not Completed"
"STU155557","CT012","C104",3,46,0.45299999999999996,3,0.5,34,4,4.3,5,5,2,0.82,55.1,0.486,5,0.16,3,0,2.3,"Not Completed"
"STU158855","CT011","C103",4,23,0.795,3,0.5,8,7,8.3,5,5,3,0.601,69.7,0.613,1,0.82,3,0,3.4,"Completed"
"STU159620","CT006","C104",6,56,0.83900000000000008,3,0.5,2,4,9.3,5,5,8,0.7659999999999999,82.2,0.635,0,0.71,3,0,4.9,"Completed"
"STU161712","CT001","C104",5,36,0.29100000000000004,3,0.5,1,9,9.1,5,5,5,0.568,83.7,0.444,1,0.77,3,0,4.5,"Completed"
"STU167300","CT012","C104",5,20,0.547,3,0.5,11,4,4.4,5,5,5,0.71900000000000008,75.5,0.529,2,0.78,3,0,4,"Completed"
"STU168207","CT005","C101",3,28,0.433,3,0.5,0,12,7.7,5,5,3,0.77,70.7,0.48700000000000004,1,0.7,3,0,4.6,"Not Completed"
"STU172270","CT006","C104",3,39,0.87400000000000011,3,0.5,2,3,10,5,5,3,0.69700000000000006,76.3,0.644,1,0.71,3,0,4.7,"Not Completed"
"STU172639","CT012","C104",6,27,0.657,3,0.5,6,4,9.1,5,5,5,0.778,100,0.58,1,0.81,3,0,3.4,"Completed"
"STU175313","CT002","C104",5,41,0.39299999999999996,3,0.5,6,9,7.5,5,5,5,0.69200000000000006,61.5,0.46799999999999997,4,0.83,3,0,2.9,"Not Completed"
"STU178269","CT013","C103",5,18,0.508,3,0.5,5,6,5,5,5,2,0.81,74.8,0.515,1,1,3,0,4.6,"Completed"
"STU179667","CT004","C102",5,34,0.374,3,0.5,3,4,6.9,5,5,6,0.748,85.3,0.474,2,0.46,3,0,4.5,"Completed"
"STU185096","CT007","C102",4,30,0.302,3,0.5,0,3,3.9,5,5,3,0.78799999999999992,72,0.442,4,0.87,3,0,4.3,"Not Completed"
"STU185557","CT005","C101",3,45,0.562,3,0.5,6,7,3.3,5,5,1,0.785,100,0.547,3,0.47,3,0,3.6,"Completed"
"STU186203","CT013","C104",7,30,0.57600000000000007,3,0.5,4,8,8.9,5,5,2,0.856,62.5,0.53299999999999992,3,0.57,3,0,4.3,"Not Completed"
"STU187810","CT005","C106",6,37,0.662,3,0.5,4,5,7.4,5,5,3,0.903,90.1,0.57700000000000007,1,0.48,3,0,4.3,"Completed"
"STU188937","CT008","C104",3,32,0.695,3,0.5,6,1,4.4,5,5,2,0.915,44.7,0.56600000000000006,4,0.61,3,0,4,"Not Completed"
"STU190311","CT014","C104",5,31,0.71,3,0.5,3,7,6.5,5,5,6,1,59,0.578,6,0.75,3,0,3.6,"Not Completed"
"STU191300","CT014","C104",4,37,0.41700000000000004,3,0.5,3,4,7.3,5,5,2,0.584,87.8,0.49,5,0.52,3,0,2.9,"Completed"
"STU191868","CT008","C102",4,26,0.7609999999999999,3,0.5,0,4,7.5,5,5,4,0.90599999999999992,59.2,0.596,1,0.87,3,0,4.6,"Completed"
"STU191872","CT001","C102",5,46,0.649,3,0.5,6,4,3.9,5,5,4,0.74900000000000011,79.4,0.56700000000000006,1,0.59,3,0,3.2,"Not Completed"
"STU194174","CT010","C103",6,29,0.54,3,0.5,1,12,7.2,5,5,3,0.851,55.6,0.517,2,0.49,3,0,4.4,"Completed"
"STU196425","CT012","C103",6,42,0.633,3,0.5,7,5,5.9,5,5,7,0.545,78.7,0.561,1,0.85,3,0,2.9,"Not Completed"
"STU197639","CT011","C106",5,23,0.838,3,0.5,6,14,8.5,5,5,0,0.6409999999999999,69.8,0.628,1,0.95,3,0,4.2,"Completed"
"STU100090","CT015","C102",5,53,0.813,3,0.5,15,5,8.3,6,3,0,0.976,78.3,0.684,1,0.69,1,0,3.1,"Completed"
"STU100138","CT007","C106",6,24,0.305,3,0.5,34,2,7.5,4,6,0,0.425,52.3,0.373,1,0.51,1,0,3.2,"Not Completed"
"STU100559","CT006","C106",4,31,0.758,3,0.5,4,6,3.9,4,5,7,0.797,88.7,0.55,3,0.89,1,0,3.1,"Completed"
"STU100577","CT015","C102",4,40,0.784,3,0.5,9,5,6.3,3,7,7,0.71700000000000008,76.7,0.493,1,1,1,0,4.3,"Not Completed"
"STU101469","CT005","C108",5,22,0.488,3,0.5,3,5,8.1,4,6,5,0.69400000000000006,69.5,0.445,2,0.35,1,0,4.3,"Not Completed"
"STU101523","CT011","C106",3,14,0.789,3,0.5,9,7,5.5,5,5,2,0.78099999999999992,74,0.613,2,0.59,1,0,3.2,"Completed"
"STU102249","CT015","C102",3,28,0.607,3,0.5,17,5,5.2,3,6,1,0.927,69.9,0.42700000000000005,1,0.28,1,0,4.6,"Completed"
"STU102357","CT001","C102",4,25,0.315,3,0.5,1,7,4.9,4,6,1,0.523,57,0.379,4,0.12,1,0,3.3,"Completed"
"STU102415","CT001","C102",5,34,0.655,3,0.5,3,3,5.2,7,2,8,0.66,69.8,0.684,2,1,1,0,3.9,"Not Completed"
"STU102531","CT003","C101",4,18,0.629,3,0.5,2,6,7.5,7,2,2,0.71200000000000008,93.3,0.687,0,0.96,1,0,4.8,"Not Completed"
"STU104082","CT012","C104",5,51,0.513,3,0.5,3,4,9.1,5,5,2,0.799,73.3,0.516,1,0.52,1,0,4.4,"Completed"
"STU104459","CT004","C101",5,56,0.207,3,0.5,3,10,3.5,5,4,1,0.722,41,0.39299999999999996,0,0.47,1,0,3.5,"Not Completed"
"STU105083","CT013","C102",4,35,0.20600000000000002,3,0.5,12,5,7.4,5,5,2,0.75099999999999989,40,0.392,1,0.91,1,0,4.5,"Not Completed"
"STU105321","CT006","C103",3,45,0.695,3,0.5,2,8,5.6,7,3,5,0.815,48.9,0.688,2,0.71,1,0,3.7,"Not Completed"
"STU105491","CT004","C104",3,47,0.778,3,0.5,0,7,5.5,4,5,6,0.67799999999999994,55.3,0.54,2,0.8,1,0,4.1,"Completed"
"STU105774","CT014","C103",4,18,0.758,3,0.5,12,5,5.8,5,5,5,0.83400000000000007,76.1,0.603,6,0.63,1,0,3.5,"Not Completed"
"STU105955","CT004","C102",7,33,0.883,3,0.5,9,12,5.7,5,5,5,1,69.7,0.644,3,0.7,1,0,4,"Completed"
"STU106373","CT013","C108",3,23,0.47600000000000003,3,0.5,2,2,5.9,2,8,2,0.7659999999999999,63.4,0.318,3,0.55,1,0,4.1,"Not Completed"
"STU106456","CT002","C103",4,48,0.87599999999999989,3,0.5,5,7,8,6,3,1,0.747,98.5,0.716,0,0.78,1,0,4.7,"Completed"
"STU107411","CT012","C107",5,35,0.716,3,0.5,0,4,4.6,3,7,6,0.78599999999999992,100,0.48100000000000004,2,0.65,1,0,4.3,"Not Completed"
"STU107705","CT013","C101",2,50,0.75,3,0.5,1,7,7.1,6,3,1,0.767,65.7,0.655,3,0.67,1,0,4.2,"Not Completed"
"STU107934","CT007","C104",2,43,0.912,3,0.5,1,2,8.3,4,6,5,0.503,56.8,0.588,0,0.87,1,0,4.1,"Not Completed"
"STU108456","CT010","C103",4,26,0.609,3,0.5,3,9,7.2,4,5,5,0.784,60.5,0.483,2,0.67,1,0,4.4,"Not Completed"
"STU108958","CT013","C101",4,37,0.36,3,0.5,3,2,7.5,7,3,5,0.857,79.1,0.586,0,0.76,1,0,4.1,"Not Completed"
"STU109393","CT006","C107",7,23,0.40700000000000003,3,0.5,2,1,8.6,8,2,2,0.90099999999999991,83.4,0.664,2,0.77,1,0,4.5,"Not Completed"
"STU109459","CT008","C102",6,57,0.62,3,0.5,6,4,7.4,7,3,5,0.65599999999999992,76.6,0.675,3,0.73,1,0,4.4,"Completed"
"STU110353","CT008","C104",4,29,0.80299999999999994,3,0.5,1,2,6.1,4,6,5,0.57,57.6,0.55,2,0.57,1,0,3.7,"Completed"
"STU110771","CT001","C102",6,29,0.45899999999999996,3,0.5,4,1,8.2,4,6,5,0.531,75.1,0.43799999999999994,3,0.77,1,0,4.5,"Not Completed"
"STU111233","CT013","C101",7,21,0.735,3,0.5,7,11,5.6,7,3,10,0.768,57.3,0.706,5,0.53,1,0,3.4,"Not Completed"
"STU111776","CT010","C101",2,43,0.625,3,0.5,11,10,7.4,6,4,6,0.541,94.7,0.626,0,0.93,1,0,4.4,"Not Completed"
"STU111790","CT015","C101",4,31,0.635,3,0.5,0,5,8,6,4,2,0.835,75,0.62,2,0.69,1,0,4.4,"Not Completed"
"STU112512","CT010","C102",4,52,0.8859999999999999,3,0.5,8,12,8.3,7,3,7,0.628,67.2,0.764,1,0.82,1,0,2.2,"Completed"
"STU112735","CT015","C105",3,35,0.713,3,0.5,8,5,6.6,5,5,1,0.63,77.9,0.588,2,0.48,1,0,4.3,"Completed"
"STU113330","CT007","C108",3,27,0.8590000000000001,3,0.5,4,3,8,7,3,6,0.66299999999999992,78.5,0.76,1,0.81,1,0,3.2,"Completed"
"STU114137","CT002","C108",4,43,0.92599999999999993,3,0.5,1,11,7.1,8,1,5,0.59,69.2,0.83900000000000008,3,0.54,1,0,4.1,"Completed"
"STU114277","CT001","C101",3,26,0.168,3,0.5,5,8,5.7,3,7,2,0.55,64.5,0.271,0,0.39,1,0,4.1,"Completed"
"STU114995","CT012","C103",3,32,0.495,3,0.5,24,10,5.2,5,5,2,0.77099999999999991,87.2,0.517,0,0.77,1,0,4.5,"Not Completed"
"STU115445","CT004","C103",6,17,0.78,3,0.5,20,5,6.3,6,4,1,0.57100000000000006,46.1,0.65599999999999992,4,0.96,1,0,3.6,"Completed"
"STU115718","CT008","C101",4,12,0.624,3,0.5,4,2,8.1,6,4,2,0.586,53,0.605,3,1,1,0,2.6,"Not Completed"
"STU116572","CT006","C103",8,24,0.595,3,0.5,7,4,4.2,4,6,9,0.812,43,0.47,5,0.91,1,0,4.6,"Not Completed"
"STU117151","CT008","C103",8,29,0.77099999999999991,3,0.5,12,2,8.7,3,7,2,0.42,94.6,0.49700000000000005,3,0.7,1,0,2.8,"Not Completed"
"STU117279","CT011","C105",4,31,0.47,3,0.5,10,7,5.3,6,4,6,0.78599999999999992,65.4,0.557,4,0.67,1,0,4.9,"Not Completed"
"STU117528","CT012","C103",3,23,0.792,3,0.5,2,6,5,8,2,5,0.544,91,0.80299999999999994,3,0.78,1,0,4.8,"Completed"
"STU118277","CT009","C102",4,31,0.187,3,0.5,10,4,4.6,1,9,1,0.56700000000000006,34.2,0.14300000000000002,1,0.54,1,0,4.5,"Not Completed"
"STU118657","CT009","C103",3,43,0.58700000000000008,3,0.5,1,4,6.5,1,9,0,0.526,68.6,0.3,2,0.41,1,0,4.3,"Not Completed"
"STU118658","CT008","C105",5,26,0.91299999999999992,3,0.5,5,4,3.5,4,6,6,0.79599999999999993,73.3,0.596,2,0.77,1,0,4.4,"Not Completed"
"STU118941","CT009","C101",4,21,0.508,3,0.5,1,5,6.7,3,7,7,0.66599999999999993,70.9,0.39299999999999996,4,0.58,1,0,4.8,"Not Completed"
"STU119299","CT003","C102",4,55,0.23800000000000002,3,0.5,4,4,6.3,2,8,2,0.69,57.4,0.23199999999999998,2,0.57,1,0,3.2,"Completed"
"STU120918","CT014","C103",2,12,0.927,3,0.5,1,2,1.5,5,5,1,0.71700000000000008,86.6,0.66799999999999993,1,0.89,1,0,4.6,"Completed"
"STU121170","CT009","C101",2,27,0.809,3,0.5,0,5,7.2,6,4,6,0.72900000000000009,76,0.68099999999999994,1,0.29,1,0,3.6,"Not Completed"
"STU121184","CT001","C105",6,27,0.91,3,0.5,1,8,7.8,3,7,5,0.748,71,0.534,3,0.51,1,0,2.9,"Not Completed"
"STU121291","CT007","C102",4,15,0.55799999999999994,3,0.5,7,2,5.8,3,7,6,0.579,67.3,0.409,1,0.61,1,0,4,"Completed"
"STU122118","CT002","C104",7,32,0.38299999999999995,3,0.5,6,3,6.5,4,6,5,0.769,70.8,0.41,0,0.4,1,0,4.1,"Not Completed"
"STU122231","CT014","C107",5,32,0.616,3,0.5,17,7,4.2,4,6,2,0.564,55.1,0.483,3,0.69,1,0,4.2,"Not Completed"
"STU122348","CT012","C104",4,38,0.647,3,0.5,4,4,6.4,6,4,8,0.708,53.5,0.613,2,0.89,1,0,4.2,"Not Completed"
"STU122689","CT010","C103",3,25,0.40700000000000003,3,0.5,1,6,7,4,5,5,0.782,78.9,0.42200000000000004,1,0.64,1,0,2.9,"Not Completed"
"STU123147","CT002","C105",5,50,0.594,3,0.5,6,10,4.2,4,6,2,0.883,88.7,0.49200000000000005,2,0.7,1,0,4.4,"Not Completed"
"STU123685","CT015","C107",4,30,0.595,3,0.5,15,3,4.1,6,4,5,0.66099999999999992,69.4,0.603,2,0.69,1,0,3.5,"Not Completed"
"STU123944","CT009","C103",5,25,0.618,3,0.5,1,7,5.6,7,3,2,0.588,88.8,0.68099999999999994,2,0.57,1,0,4.2,"Not Completed"
"STU123948","CT010","C101",5,25,0.722,3,0.5,17,4,8.8,3,7,6,0.726,56.5,0.461,1,0.56,1,0,3.5,"Not Completed"
"STU124493","CT002","C102",2,31,0.506,3,0.5,2,6,6,3,7,2,0.722,43.2,0.379,0,0.84,1,0,4.3,"Not Completed"
"STU124601","CT005","C106",4,23,0.349,3,0.5,8,5,7.1,2,8,1,0.684,83.5,0.284,1,1,1,0,4.2,"Not Completed"
"STU124707","CT013","C104",4,19,0.507,3,0.5,37,5,6.9,2,8,2,0.41700000000000004,74,0.335,4,0.44,1,0,3.2,"Not Completed"
"STU125053","CT007","C102",6,39,0.743,3,0.5,2,8,7.3,5,5,9,0.978,100,0.61,3,0.54,1,0,3.6,"Not Completed"
"STU125377","CT010","C104",7,34,0.591,3,0.5,7,2,6.9,5,5,1,0.753,76.2,0.545,2,0.74,1,0,3.8,"Not Completed"
"STU126551","CT007","C105",3,45,0.344,3,0.5,6,7,6.4,7,3,5,0.763,73.1,0.57700000000000007,1,0.58,1,0,4.5,"Completed"
"STU126883","CT005","C104",6,35,0.514,3,0.5,2,4,3.5,6,4,7,0.757,47.9,0.564,5,0.47,1,0,4.4,"Completed"
"STU127980","CT011","C106",8,44,0.245,3,0.5,16,6,4,4,6,5,0.909,68.3,0.36,0,0.66,1,0,4.9,"Not Completed"
"STU128121","CT008","C104",5,31,0.867,3,0.5,0,8,6.3,6,4,7,0.941,73.9,0.7,6,0.72,1,0,3.5,"Completed"
"STU128705","CT008","C101",5,28,0.237,3,0.5,0,2,4.5,4,6,5,0.74900000000000011,62.6,0.354,1,0.53,1,0,4.7,"Not Completed"
"STU130472","CT006","C101",3,34,0.841,3,0.5,0,6,7.4,8,2,6,0.861,68.9,0.809,5,0.85,1,0,4.2,"Completed"
"STU130495","CT011","C104",1,47,0.38299999999999995,3,0.5,0,6,5.4,3,7,2,0.643,66.8,0.34700000000000003,2,0.85,1,0,4.3,"Not Completed"
"STU130836","CT002","C102",3,27,0.759,3,0.5,9,7,6.3,4,6,0,0.596,56.6,0.534,1,0.68,1,0,3.5,"Not Completed"
"STU130904","CT008","C104",4,35,0.526,3,0.5,9,3,8.5,8,1,7,1,86.3,0.70700000000000007,3,0.59,1,0,3.2,"Completed"
"STU130922","CT002","C107",3,28,0.444,3,0.5,2,5,5.5,7,3,7,0.59,68.7,0.61,2,0.72,1,0,4.2,"Not Completed"
"STU132240","CT007","C102",3,37,0.604,3,0.5,2,8,7.1,5,5,1,0.53,87.3,0.555,5,0.52,1,0,4.2,"Completed"
"STU133206","CT006","C102",5,33,0.475,3,0.5,3,6,5.5,6,4,1,0.695,49.9,0.551,1,0.5,1,0,4.3,"Not Completed"
"STU133500","CT004","C101",3,18,0.696,3,0.5,0,6,5.2,6,4,1,0.564,82.3,0.645,0,0.96,1,0,4.9,"Completed"
"STU133529","CT013","C107",2,13,0.753,3,0.5,2,9,5.7,5,5,2,0.917,68.6,0.598,1,0.82,1,0,3.3,"Not Completed"
"STU133743","CT010","C107",3,46,0.361,3,0.5,6,4,3.6,4,6,2,0.7,57.7,0.395,5,0.63,1,0,4,"Not Completed"
"STU133814","CT007","C104",4,30,0.34700000000000003,3,0.5,7,5,6.2,6,4,1,0.70700000000000007,79.6,0.521,2,0.54,1,0,4.9,"Not Completed"
"STU134754","CT002","C103",5,27,0.49200000000000005,3,0.5,1,8,9.3,3,7,5,0.711,99.2,0.402,1,1,1,0,3.4,"Completed"
"STU134923","CT014","C103",3,25,0.815,3,0.5,52,6,8.9,9,1,2,0.648,56.4,0.853,4,0.5,1,0,4.5,"Completed"
"STU134935","CT010","C106",4,35,0.763,3,0.5,12,5,8.7,3,7,1,0.52,62.1,0.478,3,0.45,1,0,3.8,"Not Completed"
"STU135003","CT003","C104",3,43,0.53,3,0.5,9,6,4.8,6,4,8,0.826,59.8,0.57600000000000007,0,0.63,1,0,3.4,"Not Completed"
"STU135347","CT009","C102",8,50,0.461,3,0.5,3,3,4.1,4,6,7,0.667,38.7,0.42100000000000004,2,0.72,1,0,4.8,"Not Completed"
"STU135369","CT014","C102",4,29,0.462,3,0.5,3,2,8.6,5,5,8,0.963,63.5,0.494,0,0.76,1,0,4.4,"Not Completed"
"STU135673","CT014","C103",5,38,0.625,3,0.5,15,9,0.6,3,7,6,0.789,69.7,0.433,1,1,1,0,3,"Not Completed"
"STU135958","CT011","C105",4,37,0.508,3,0.5,12,6,2.9,3,7,5,0.649,26.8,0.371,1,0.89,1,0,3.2,"Not Completed"
"STU139446","CT004","C104",5,53,0.845,3,0.5,0,4,5.3,7,3,1,0.48200000000000004,57.8,0.745,4,0.78,1,0,2.8,"Not Completed"
"STU139805","CT004","C105",6,14,0.162,3,0.5,7,2,4.3,3,7,1,0.659,64.4,0.26899999999999996,1,0.99,1,0,3.9,"Completed"
"STU139985","CT008","C103",4,26,0.425,3,0.5,16,6,4.7,6,4,1,0.715,71,0.544,1,0.8,1,0,4.1,"Completed"
"STU140075","CT012","C107",6,21,0.805,3,0.5,0,8,7.2,5,4,0,0.684,57.9,0.611,5,0.79,1,0,3.7,"Completed"
"STU140462","CT006","C108",4,56,0.424,3,0.5,14,5,8,6,4,1,0.836,43.6,0.53,1,0.75,1,0,4,"Not Completed"
"STU140476","CT008","C102",3,38,0.451,3,0.5,1,1,7.1,4,6,1,0.779,55.6,0.426,4,0.3,1,0,3.3,"Not Completed"
"STU140600","CT014","C103",9,31,0.489,3,0.5,5,2,7.3,4,6,1,0.75099999999999989,72.1,0.447,2,0.89,1,0,4.5,"Not Completed"
"STU141149","CT006","C101",4,15,0.601,3,0.5,0,2,5.6,7,3,2,0.752,69.9,0.665,1,0.65,1,0,3.1,"Not Completed"
"STU141303","CT011","C108",4,44,0.484,3,0.5,1,3,8.8,5,5,6,0.873,83.6,0.511,1,0.48,1,0,3.3,"Not Completed"
"STU141625","CT009","C102",2,13,0.379,3,0.5,0,6,7.6,6,4,2,0.77,86.2,0.536,3,1,1,0,3.1,"Not Completed"
"STU141658","CT001","C107",7,29,0.326,3,0.5,18,6,2.7,5,5,6,0.846,62.5,0.445,1,0.66,1,0,4.9,"Completed"
"STU142089","CT011","C108",6,34,0.70900000000000007,3,0.5,10,6,4.5,5,5,8,0.997,85.4,0.591,2,0.78,1,0,4.8,"Not Completed"
"STU142641","CT014","C103",8,42,0.67,3,0.5,11,2,3.8,4,6,0,0.94200000000000006,70.3,0.51,5,1,1,0,4.6,"Not Completed"
"STU142819","CT015","C107",3,44,0.828,3,0.5,13,9,7.4,7,3,2,0.68,91,0.755,4,0.47,1,0,3.9,"Completed"
